article_url,title,publish_date,week_label,collect_date,live_hog_price,live_hog_price_unit,corn_price,corn_price_unit,soymeal_price,soymeal_price_unit,parsing_method,raw_text_path,raw_html_path,validation_flag,validation_notes
https://www.moa.gov.cn/gk/jcyj/xm/201405/t20140513_3901830.htm,2014年5月份第1周畜产品和饲料集贸市场价格情况,2014-05-13,5月第1周,2014-05-07,11.68,元/公斤,2.38,元/公斤,4.11,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-05-13_t20140513_3901830.txt,data/raw/moa_xm_weekly_articles/article_html/2014-05-13_t20140513_3901830.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201405/t20140505_3892325.htm,2014年4月份最后一周畜产品和饲料集贸市场价格情况,2014-05-05,4月最后一周,2014-04-30,11.0,元/公斤,2.36,元/公斤,4.07,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-05-05_t20140505_3892325.txt,data/raw/moa_xm_weekly_articles/article_html/2014-05-05_t20140505_3892325.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201404/t20140429_3888762.htm,2014年4月份第4周畜产品和饲料集贸市场价格情况,2014-04-29,4月第4周,2014-04-23,10.97,元/公斤,2.36,元/公斤,4.05,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-04-29_t20140429_3888762.txt,data/raw/moa_xm_weekly_articles/article_html/2014-04-29_t20140429_3888762.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201404/t20140422_3880372.htm,2014年4月份第3周畜产品和饲料集贸市场价格情况,2014-04-22,4月第3周,2014-04-16,11.05,元/公斤,2.35,元/公斤,4.05,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-04-22_t20140422_3880372.txt,data/raw/moa_xm_weekly_articles/article_html/2014-04-22_t20140422_3880372.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201404/t20140414_3849859.htm,2014年4月份第2周畜产品和饲料集贸市场价格情况,2014-04-14,4月第2周,2014-04-09,11.21,元/公斤,2.35,元/公斤,4.05,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-04-14_t20140414_3849859.txt,data/raw/moa_xm_weekly_articles/article_html/2014-04-14_t20140414_3849859.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201404/t20140409_3844703.htm,2014年4月份第1周畜产品和饲料集贸市场价格情况,2014-04-09,4月第1周,2014-04-02,11.35,元/公斤,2.36,元/公斤,4.05,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-04-09_t20140409_3844703.txt,data/raw/moa_xm_weekly_articles/article_html/2014-04-09_t20140409_3844703.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201403/t20140331_3834963.htm,2014年3月份第4周畜产品和饲料集贸市场价格情况,2014-03-31,3月第4周,2014-03-26,11.59,元/公斤,2.36,元/公斤,4.05,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-03-31_t20140331_3834963.txt,data/raw/moa_xm_weekly_articles/article_html/2014-03-31_t20140331_3834963.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201403/t20140324_3826827.htm,2014年3月份第3周畜产品和饲料集贸市场价格情况,2014-03-24,3月第3周,2014-03-19,11.91,元/公斤,2.36,元/公斤,4.09,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-03-24_t20140324_3826827.txt,data/raw/moa_xm_weekly_articles/article_html/2014-03-24_t20140324_3826827.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201403/t20140317_3816389.htm,2014年3月份第2周畜产品和饲料集贸市场价格情况,2014-03-17,3月第2周,2014-03-12,12.19,元/公斤,2.37,元/公斤,4.14,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-03-17_t20140317_3816389.txt,data/raw/moa_xm_weekly_articles/article_html/2014-03-17_t20140317_3816389.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201403/t20140311_3810039.htm,2014年3月份第1周畜产品和饲料集贸市场价格情况,2014-03-11,3月第1周,2014-03-05,12.51,元/公斤,2.37,元/公斤,4.19,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-03-11_t20140311_3810039.txt,data/raw/moa_xm_weekly_articles/article_html/2014-03-11_t20140311_3810039.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201403/t20140305_3804966.htm,2014年2月份第4周畜产品和饲料集贸市场价格情况,2014-03-05,2月第4周,2014-03-05,12.51,元/公斤,2.37,元/公斤,4.19,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-03-05_t20140305_3804966.txt,data/raw/moa_xm_weekly_articles/article_html/2014-03-05_t20140305_3804966.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201402/t20140226_3797653.htm,2014年2月份第3周畜产品和饲料集贸市场价格情况,2014-02-26,2月第3周,2014-02-19,13.06,元/公斤,2.38,元/公斤,4.25,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-02-26_t20140226_3797653.txt,data/raw/moa_xm_weekly_articles/article_html/2014-02-26_t20140226_3797653.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201402/t20140218_3769006.htm,2014年2月份第2周畜产品和饲料集贸市场价格情况,2014-02-18,2月第2周,2014-02-12,13.23,元/公斤,2.38,元/公斤,4.26,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-02-18_t20140218_3769006.txt,data/raw/moa_xm_weekly_articles/article_html/2014-02-18_t20140218_3769006.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201402/t20140210_3754662.htm,2014年2月份第1周畜产品和饲料集贸市场价格情况,2014-02-10,2月第1周,2014-02-07,13.34,元/公斤,2.38,元/公斤,4.26,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-02-10_t20140210_3754662.txt,data/raw/moa_xm_weekly_articles/article_html/2014-02-10_t20140210_3754662.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201402/t20140207_3752988.htm,2014年1月份第5周畜产品和饲料集贸市场价格情况,2014-02-07,1月第5周,2014-01-29,13.43,元/公斤,2.39,元/公斤,4.26,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-02-07_t20140207_3752988.txt,data/raw/moa_xm_weekly_articles/article_html/2014-02-07_t20140207_3752988.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201401/t20140127_3750186.htm,2014年1月份第4周畜产品和饲料集贸市场价格情况,2014-01-27,1月第4周,2014-01-22,13.73,元/公斤,2.39,元/公斤,4.27,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-01-27_t20140127_3750186.txt,data/raw/moa_xm_weekly_articles/article_html/2014-01-27_t20140127_3750186.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201401/t20140120_3743497.htm,2014年1月份第3周畜产品和饲料集贸市场价格情况,2014-01-20,1月第3周,2014-01-15,14.38,元/公斤,2.39,元/公斤,4.29,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-01-20_t20140120_3743497.txt,data/raw/moa_xm_weekly_articles/article_html/2014-01-20_t20140120_3743497.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201401/t20140114_3738836.htm,2014年1月份第2周畜产品和饲料集贸市场价格情况,2014-01-14,1月第2周,2014-01-08,15.11,元/公斤,2.4,元/公斤,4.33,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-01-14_t20140114_3738836.txt,data/raw/moa_xm_weekly_articles/article_html/2014-01-14_t20140114_3738836.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201401/t20140107_3733028.htm,2014年1月份第1周畜产品和饲料集贸市场价格情况,2014-01-07,1月第1周,2014-01-01,15.63,元/公斤,2.41,元/公斤,4.37,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2014-01-07_t20140107_3733028.txt,data/raw/moa_xm_weekly_articles/article_html/2014-01-07_t20140107_3733028.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201312/t20131231_3727770.htm,2013年12月份第4周畜产品和饲料集贸市场价格情况,2013-12-31,12月第4周,2013-12-25,15.81,元/公斤,2.41,元/公斤,4.4,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-12-31_t20131231_3727770.txt,data/raw/moa_xm_weekly_articles/article_html/2013-12-31_t20131231_3727770.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201312/t20131224_3722038.htm,2013年12月份第3周畜产品和饲料集贸市场价格情况,2013-12-24,12月第3周,2013-12-18,15.91,元/公斤,2.41,元/公斤,4.43,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-12-24_t20131224_3722038.txt,data/raw/moa_xm_weekly_articles/article_html/2013-12-24_t20131224_3722038.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201312/t20131217_3716980.htm,2013年12月份第2周畜产品和饲料集贸市场价格情况,2013-12-17,12月第2周,2013-12-11,15.99,元/公斤,2.41,元/公斤,4.44,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-12-17_t20131217_3716980.txt,data/raw/moa_xm_weekly_articles/article_html/2013-12-17_t20131217_3716980.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201312/t20131209_3706527.htm,2013年12月份第1周畜产品和饲料集贸市场价格情况,2013-12-09,12月第1周,2013-12-04,15.98,元/公斤,2.42,元/公斤,4.46,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-12-09_t20131209_3706527.txt,data/raw/moa_xm_weekly_articles/article_html/2013-12-09_t20131209_3706527.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201312/t20131202_3694149.htm,2013年11月份第4周畜产品和饲料集贸市场价格情况,2013-12-02,11月第4周,2013-11-27,15.9,元/公斤,2.42,元/公斤,4.48,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-12-02_t20131202_3694149.txt,data/raw/moa_xm_weekly_articles/article_html/2013-12-02_t20131202_3694149.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201311/t20131119_3680420.htm,2013年11月份第2周畜产品和饲料集贸市场价格情况,2013-11-19,11月第2周,2013-11-13,15.7,元/公斤,2.43,元/公斤,4.51,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-11-19_t20131119_3680420.txt,data/raw/moa_xm_weekly_articles/article_html/2013-11-19_t20131119_3680420.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201310/t20131022_3636370.htm,2013年10月份第3周畜产品和饲料集贸市场价格情况,2013-10-22,10月第3周,2013-10-16,15.86,元/公斤,2.46,元/公斤,4.55,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-10-22_t20131022_3636370.txt,data/raw/moa_xm_weekly_articles/article_html/2013-10-22_t20131022_3636370.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201310/t20131009_3623987.htm,2013年10月份第1周畜产品和饲料集贸市场价格情况,2013-10-09,10月第1周,2013-10-02,16.0,元/公斤,2.48,元/公斤,4.48,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-10-09_t20131009_3623987.txt,data/raw/moa_xm_weekly_articles/article_html/2013-10-09_t20131009_3623987.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201309/t20130925_3616400.htm,2013年9月份第3周畜产品和饲料集贸市场价格情况,2013-09-25,9月第3周,2013-09-18,16.06,元/公斤,2.49,元/公斤,4.42,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-09-25_t20130925_3616400.txt,data/raw/moa_xm_weekly_articles/article_html/2013-09-25_t20130925_3616400.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201309/t20130918_3611112.htm,2013年9月份第2周畜产品和饲料集贸市场价格情况,2013-09-18,9月第2周,2013-09-11,16.1,元/公斤,2.49,元/公斤,4.38,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-09-18_t20130918_3611112.txt,data/raw/moa_xm_weekly_articles/article_html/2013-09-18_t20130918_3611112.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201309/t20130911_3602882.htm,2013年9月份第1周畜产品和饲料集贸市场价格情况,2013-09-11,9月第1周,2013-09-04,15.99,元/公斤,2.49,元/公斤,4.34,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-09-11_t20130911_3602882.txt,data/raw/moa_xm_weekly_articles/article_html/2013-09-11_t20130911_3602882.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201309/t20130904_3595872.htm,2013年8月份第4周畜产品和饲料集贸市场价格情况,2013-09-04,8月第4周,2013-08-25,15.89,元/公斤,2.49,元/公斤,4.29,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-09-04_t20130904_3595872.txt,data/raw/moa_xm_weekly_articles/article_html/2013-09-04_t20130904_3595872.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201308/t20130830_3591643.htm,2013年8月份第3周畜产品和饲料集贸市场价格情况,2013-08-30,8月第3周,2013-08-21,15.8,元/公斤,2.49,元/公斤,4.23,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-08-30_t20130830_3591643.txt,data/raw/moa_xm_weekly_articles/article_html/2013-08-30_t20130830_3591643.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201308/t20130821_3581594.htm,2013年8月份第2周畜产品和饲料集贸市场价格情况,2013-08-21,8月第2周,2013-08-14,15.68,元/公斤,2.49,元/公斤,4.21,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-08-21_t20130821_3581594.txt,data/raw/moa_xm_weekly_articles/article_html/2013-08-21_t20130821_3581594.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201308/t20130813_3558106.htm,2013年8月份第1周畜产品和饲料集贸市场价格情况,2013-08-13,8月第1周,2013-08-07,15.43,元/公斤,2.49,元/公斤,4.21,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-08-13_t20130813_3558106.txt,data/raw/moa_xm_weekly_articles/article_html/2013-08-13_t20130813_3558106.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201308/t20130808_3552363.htm,2013年7月份最后一周畜产品和饲料集贸市场价格情况,2013-08-08,7月最后一周,2013-07-31,15.15,元/公斤,2.49,元/公斤,4.22,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-08-08_t20130808_3552363.txt,data/raw/moa_xm_weekly_articles/article_html/2013-08-08_t20130808_3552363.html,ok,
https://www.moa.gov.cn/gk/jcyj/xm/201307/t20130731_3543606.htm,2013年7月份第4周畜产品和饲料集贸市场价格情况,2013-07-31,7月第4周,2013-07-24,14.78,元/公斤,2.48,元/公斤,4.23,元/公斤,table,data/raw/moa_xm_weekly_articles/article_text/2013-07-31_t20130731_3543606.txt,data/raw/moa_xm_weekly_articles/article_html/2013-07-31_t20130731_3543606.html,ok,
