article_url,title,publish_date,week_label,collect_date,corn_price,corn_price_unit,soymeal_price,soymeal_price_unit,raw_html_path,raw_text_path,parsing_method,validation_flag,validation_notes
https://scs.moa.gov.cn/jcyj/202010/t20201014_6410950.htm,10月份第1周畜产品和饲料集贸市场价格情况,2020-10-13,10月第1周,2020-10-07,,,3.33,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2020-10-13_017.html,data/raw/scs_feed_weekly_articles/article_text/2020-10-13_017.txt,regex_text,missing_core_fields,missing:corn_price
https://scs.moa.gov.cn/jcyj/202010/t20201021_6410952.htm,10月份第2周畜产品和饲料集贸市场价格情况,2020-10-20,10月第2周,2020-10-14,,,3.38,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2020-10-20_018.html,data/raw/scs_feed_weekly_articles/article_text/2020-10-20_018.txt,regex_text,missing_core_fields,missing:corn_price
https://scs.moa.gov.cn/jcyj/202010/t20201028_6410956.htm,10月份第3周畜产品和饲料集贸市场价格情况,2020-10-27,10月第3周,2020-10-21,,,3.42,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2020-10-27_019.html,data/raw/scs_feed_weekly_articles/article_text/2020-10-27_019.txt,regex_text,missing_core_fields,missing:corn_price
https://scs.moa.gov.cn/jcyj/202011/t20201117_6410972.htm,11月份第2周畜产品和饲料集贸市场价格情况,2020-11-17,11月第2周,2020-11-11,2.57,元/公斤,3.47,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2020-11-17_020.html,data/raw/scs_feed_weekly_articles/article_text/2020-11-17_020.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202011/t20201125_6410975.htm,11月份第3周畜产品和饲料集贸市场价格情况,2020-11-25,11月第3周,2020-11-18,2.58,元/公斤,3.47,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2020-11-25_021.html,data/raw/scs_feed_weekly_articles/article_text/2020-11-25_021.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202012/t20201202_6410982.htm,11月份第4周畜产品和饲料集贸市场价格情况,2020-12-01,11月第4周,2020-11-25,2.58,元/公斤,3.47,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2020-12-01_022.html,data/raw/scs_feed_weekly_articles/article_text/2020-12-01_022.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202012/t20201229_6411002.htm,12月份第4周畜产品和饲料集贸市场价格情况,2020-12-29,12月第4周,2020-12-23,2.64,元/公斤,3.47,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2020-12-29_023.html,data/raw/scs_feed_weekly_articles/article_text/2020-12-29_023.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202101/t20210113_6411009.htm,1月份第1周畜产品和饲料集贸市场价格情况,2021-01-12,1月第1周,2021-01-06,2.69,元/公斤,3.56,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-01-12_024.html,data/raw/scs_feed_weekly_articles/article_text/2021-01-12_024.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202101/t20210120_6411011.htm,1月11-17日畜产品和饲料集贸市场价格情况,2021-01-19,1月11-17日,2021-01-13,2.78,元/公斤,3.74,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-01-19_025.html,data/raw/scs_feed_weekly_articles/article_text/2021-01-19_025.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202101/t20210127_6411021.htm,1月份第3周畜产品和饲料集贸市场价格情况,2021-01-26,1月第3周,2021-01-20,2.88,元/公斤,3.92,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-01-26_026.html,data/raw/scs_feed_weekly_articles/article_text/2021-01-26_026.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202102/t20210203_6411024.htm,1月份第4周畜产品和饲料集贸市场价格情况,2021-02-02,1月第4周,2021-01-27,2.92,元/公斤,3.95,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-02-02_027.html,data/raw/scs_feed_weekly_articles/article_text/2021-02-02_027.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202102/t20210210_6411031.htm,2月份第1周畜产品和饲料集贸市场价格情况,2021-02-09,2月第1周,2021-02-03,2.93,元/公斤,3.95,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-02-09_028.html,data/raw/scs_feed_weekly_articles/article_text/2021-02-09_028.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202102/t20210224_6411036.htm,2月份第3周畜产品和饲料集贸市场价格情况,2021-02-23,2月第3周,2021-02-17,2.95,元/公斤,3.95,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-02-23_029.html,data/raw/scs_feed_weekly_articles/article_text/2021-02-23_029.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202103/t20210302_6411044.htm,2月份第4周畜产品和饲料集贸市场价格情况,2021-03-02,2月第4周,2021-02-24,2.96,元/公斤,3.94,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-03-02_030.html,data/raw/scs_feed_weekly_articles/article_text/2021-03-02_030.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202103/t20210311_6411050.htm,3月份第1周畜产品和饲料集贸市场价格情况,2021-03-09,3月第1周,2021-03-03,2.99,元/公斤,3.91,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-03-09_031.html,data/raw/scs_feed_weekly_articles/article_text/2021-03-09_031.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202103/t20210317_6411058.htm,3月份第2周畜产品和饲料集贸市场价格情况,2021-03-16,3月第2周,2021-03-10,3.0,元/公斤,3.87,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-03-16_032.html,data/raw/scs_feed_weekly_articles/article_text/2021-03-16_032.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202103/t20210324_6411065.htm,3月份第3周畜产品和饲料集贸市场价格情况,2021-03-23,3月第3周,2021-03-17,2.99,元/公斤,3.78,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-03-23_033.html,data/raw/scs_feed_weekly_articles/article_text/2021-03-23_033.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202103/t20210331_6411069.htm,3月份第4周畜产品和饲料集贸市场价格情况,2021-03-30,3月第4周,2021-03-24,2.98,元/公斤,3.71,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-03-30_034.html,data/raw/scs_feed_weekly_articles/article_text/2021-03-30_034.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202104/t20210407_6411075.htm,4月份第1周畜产品和饲料集贸市场价格情况,2021-04-07,4月第1周,2021-03-31,2.97,元/公斤,3.67,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-04-07_035.html,data/raw/scs_feed_weekly_articles/article_text/2021-04-07_035.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202104/t20210414_6411081.htm,4月份第2周畜产品和饲料集贸市场价格情况,2021-04-13,4月第2周,2021-04-07,2.95,元/公斤,3.65,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-04-13_036.html,data/raw/scs_feed_weekly_articles/article_text/2021-04-13_036.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202104/t20210421_6411084.htm,4月份第3周畜产品和饲料集贸市场价格情况,2021-04-20,4月第3周,2021-04-14,2.94,元/公斤,3.62,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-04-20_037.html,data/raw/scs_feed_weekly_articles/article_text/2021-04-20_037.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202104/t20210427_6411088.htm,4月份第4周畜产品和饲料集贸市场价格情况,2021-04-27,4月第4周,2021-04-21,2.95,元/公斤,3.63,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-04-27_038.html,data/raw/scs_feed_weekly_articles/article_text/2021-04-27_038.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202105/t20210512_6411099.htm,5月份第1周畜产品和饲料集贸市场价格情况,2021-05-11,5月第1周,2021-05-05,2.96,元/公斤,3.68,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-05-11_039.html,data/raw/scs_feed_weekly_articles/article_text/2021-05-11_039.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202105/t20210518_6411105.htm,5月份第2周畜产品和饲料集贸市场价格情况,2021-05-18,5月第2周,2021-05-12,2.97,元/公斤,3.72,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-05-18_040.html,data/raw/scs_feed_weekly_articles/article_text/2021-05-18_040.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202105/t20210525_6411112.htm,5月份第3周畜产品和饲料集贸市场价格情况,2021-05-25,5月第3周,2021-05-19,2.98,元/公斤,3.74,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-05-25_041.html,data/raw/scs_feed_weekly_articles/article_text/2021-05-25_041.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202106/t20210602_6411116.htm,5月份第4周畜产品和饲料集贸市场价格情况,2021-06-02,5月第4周,2021-05-26,2.99,元/公斤,3.74,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-06-02_042.html,data/raw/scs_feed_weekly_articles/article_text/2021-06-02_042.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202106/t20210609_6411121.htm,6月份第1周畜产品和饲料集贸市场价格情况,2021-06-08,6月第1周,2021-06-02,3.0,元/公斤,3.75,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-06-08_043.html,data/raw/scs_feed_weekly_articles/article_text/2021-06-08_043.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202106/t20210623_6411130.htm,6月份第3周畜产品和饲料集贸市场价格情况,2021-06-22,6月第3周,2021-06-16,3.01,元/公斤,3.75,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-06-22_044.html,data/raw/scs_feed_weekly_articles/article_text/2021-06-22_044.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202106/t20210629_6411137.htm,6月份第4周畜产品和饲料集贸市场价格情况,2021-06-29,6月第4周,2021-06-23,3.0,元/公斤,3.72,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-06-29_045.html,data/raw/scs_feed_weekly_articles/article_text/2021-06-29_045.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202107/t20210706_6411141.htm,7月份第1周畜产品和饲料集贸市场价格情况,2021-07-06,7月第1周,2021-06-30,2.99,元/公斤,3.7,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-07-06_046.html,data/raw/scs_feed_weekly_articles/article_text/2021-07-06_046.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202107/t20210713_6411145.htm,7月份第2周畜产品和饲料集贸市场价格情况,2021-07-13,7月第2周,2021-07-07,2.99,元/公斤,3.73,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-07-13_047.html,data/raw/scs_feed_weekly_articles/article_text/2021-07-13_047.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202107/t20210720_6411147.htm,7月份第3周畜产品和饲料集贸市场价格情况,2021-07-20,7月第3周,2021-07-14,2.98,元/公斤,3.74,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-07-20_048.html,data/raw/scs_feed_weekly_articles/article_text/2021-07-20_048.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202107/t20210728_6411155.htm,7月份第4周畜产品和饲料集贸市场价格情况,2021-07-27,7月第4周,2021-07-21,2.97,元/公斤,3.76,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-07-27_049.html,data/raw/scs_feed_weekly_articles/article_text/2021-07-27_049.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202108/t20210804_6411157.htm,7月份第5周畜产品和饲料集贸市场价格情况,2021-08-03,7月第5周,2021-07-28,2.96,元/公斤,3.75,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-08-03_050.html,data/raw/scs_feed_weekly_articles/article_text/2021-08-03_050.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202108/t20210811_6411164.htm,8月份第1周畜产品和饲料集贸市场价格情况,2021-08-10,8月第1周,2021-08-04,2.95,元/公斤,3.76,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-08-10_051.html,data/raw/scs_feed_weekly_articles/article_text/2021-08-10_051.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202108/t20210817_6411166.htm,8月份第2周畜产品和饲料集贸市场价格情况,2021-08-17,8月第2周,2021-08-11,2.95,元/公斤,3.79,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-08-17_052.html,data/raw/scs_feed_weekly_articles/article_text/2021-08-17_052.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202108/t20210831_6411180.htm,8月份第4周畜产品和饲料集贸市场价格情况,2021-08-31,8月第4周,2021-08-25,2.95,元/公斤,3.8,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-08-31_053.html,data/raw/scs_feed_weekly_articles/article_text/2021-08-31_053.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202109/t20210907_6411182.htm,9月份第1周畜产品和饲料集贸市场价格情况,2021-09-07,9月第1周,2021-09-01,2.95,元/公斤,3.81,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-09-07_054.html,data/raw/scs_feed_weekly_articles/article_text/2021-09-07_054.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202109/t20210914_6411184.htm,9月份第2周畜产品和饲料集贸市场价格情况,2021-09-14,9月第2周,2021-09-08,2.94,元/公斤,3.82,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-09-14_055.html,data/raw/scs_feed_weekly_articles/article_text/2021-09-14_055.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202109/t20210924_6411187.htm,9月份第3周畜产品和饲料集贸市场价格情况,2021-09-22,9月第3周,2021-09-15,2.92,元/公斤,3.84,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-09-22_056.html,data/raw/scs_feed_weekly_articles/article_text/2021-09-22_056.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202109/t20210928_6411190.htm,9月份第4周畜产品和饲料集贸市场价格情况,2021-09-28,9月第4周,2021-09-22,2.9,元/公斤,3.87,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-09-28_057.html,data/raw/scs_feed_weekly_articles/article_text/2021-09-28_057.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202110/t20211013_6411192.htm,10月份第1周畜产品和饲料集贸市场价格情况,2021-10-12,10月第1周,2021-10-08,2.86,元/公斤,3.92,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-10-12_058.html,data/raw/scs_feed_weekly_articles/article_text/2021-10-12_058.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202110/t20211027_6411199.htm,10月份第3周畜产品和饲料集贸市场价格情况,2021-10-26,10月第3周,2021-10-20,2.85,元/公斤,3.88,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-10-26_059.html,data/raw/scs_feed_weekly_articles/article_text/2021-10-26_059.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202111/t20211103_6411201.htm,10月份第4周畜产品和饲料集贸市场价格情况,2021-11-02,10月第4周,2021-10-27,2.86,元/公斤,3.87,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-11-02_060.html,data/raw/scs_feed_weekly_articles/article_text/2021-11-02_060.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202111/t20211109_6411203.htm,11月份第1周畜产品和饲料集贸市场价格情况,2021-11-09,11月第1周,2021-11-03,2.87,元/公斤,3.85,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-11-09_061.html,data/raw/scs_feed_weekly_articles/article_text/2021-11-09_061.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202112/t20211201_6411212.htm,11月份第4周畜产品和饲料集贸市场价格情况,2021-11-30,11月第4周,2021-11-24,2.91,元/公斤,3.78,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-11-30_062.html,data/raw/scs_feed_weekly_articles/article_text/2021-11-30_062.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202112/t20211208_6411214.htm,12月份第1周畜产品和饲料集贸市场价格情况,2021-12-07,12月第1周,2021-12-01,2.91,元/公斤,3.76,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-12-07_063.html,data/raw/scs_feed_weekly_articles/article_text/2021-12-07_063.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202112/t20211215_6411216.htm,12月份第2周畜产品和饲料集贸市场价格情况,2021-12-14,12月第2周,2021-12-08,2.91,元/公斤,3.75,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-12-14_064.html,data/raw/scs_feed_weekly_articles/article_text/2021-12-14_064.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202112/t20211222_6411221.htm,12月份第3周畜产品和饲料集贸市场价格情况,2021-12-21,12月第3周,2021-12-15,2.9,元/公斤,3.76,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-12-21_065.html,data/raw/scs_feed_weekly_articles/article_text/2021-12-21_065.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202112/t20211229_6411223.htm,12月份第4周畜产品和饲料集贸市场价格情况,2021-12-28,12月第4周,2021-12-22,2.9,元/公斤,3.76,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2021-12-28_066.html,data/raw/scs_feed_weekly_articles/article_text/2021-12-28_066.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202201/t20220105_6411225.htm,12月份第5周畜产品和饲料集贸市场价格情况,2022-01-05,12月第5周,2022-12-29,2.89,元/公斤,3.78,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-01-05_067.html,data/raw/scs_feed_weekly_articles/article_text/2022-01-05_067.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202201/t20220112_6411227.htm,1月份第1周畜产品和饲料集贸市场价格情况,2022-01-11,1月第1周,2022-01-05,2.88,元/公斤,3.8,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-01-11_068.html,data/raw/scs_feed_weekly_articles/article_text/2022-01-11_068.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202201/t20220126_6411233.htm,1月份第3周畜产品和饲料集贸市场价格情况,2022-01-25,1月第3周,2022-01-19,2.87,元/公斤,3.83,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-01-25_069.html,data/raw/scs_feed_weekly_articles/article_text/2022-01-25_069.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202202/t20220210_6411236.htm,2月份第1周畜产品和饲料集贸市场价格情况,2022-02-08,2月第1周,2022-02-07,2.87,元/公斤,3.87,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-02-08_070.html,data/raw/scs_feed_weekly_articles/article_text/2022-02-08_070.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202202/t20220216_6411238.htm,2月份第2周畜产品和饲料集贸市场价格情况,2022-02-15,2月第2周,2022-02-09,2.87,元/公斤,3.93,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-02-15_071.html,data/raw/scs_feed_weekly_articles/article_text/2022-02-15_071.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202202/t20220222_6411240.htm,2月份第3周畜产品和饲料集贸市场价格情况,2022-02-22,2月第3周,2022-02-16,2.87,元/公斤,4.07,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-02-22_072.html,data/raw/scs_feed_weekly_articles/article_text/2022-02-22_072.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202203/t20220302_6411244.htm,2月份第4周畜产品和饲料集贸市场价格情况,2022-03-02,2月第4周,2022-02-23,2.87,元/公斤,4.2,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-03-02_073.html,data/raw/scs_feed_weekly_articles/article_text/2022-03-02_073.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202203/t20220309_6411246.htm,3月份第1周畜产品和饲料集贸市场价格情况,2022-03-08,3月第1周,2022-03-02,2.89,元/公斤,4.43,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-03-08_074.html,data/raw/scs_feed_weekly_articles/article_text/2022-03-08_074.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202203/t20220316_6411248.htm,3月份第2周畜产品和饲料集贸市场价格情况,2022-03-15,3月第2周,2022-03-09,2.91,元/公斤,4.57,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-03-15_075.html,data/raw/scs_feed_weekly_articles/article_text/2022-03-15_075.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202203/t20220323_6411251.htm,3月份第3周畜产品和饲料集贸市场价格情况,2022-03-22,3月第3周,2022-03-16,2.92,元/公斤,4.72,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-03-22_076.html,data/raw/scs_feed_weekly_articles/article_text/2022-03-22_076.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202204/t20220407_6411257.htm,3月份第5周畜产品和饲料集贸市场价格情况,2022-04-06,3月第5周,2022-03-30,2.94,元/公斤,4.91,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-04-06_077.html,data/raw/scs_feed_weekly_articles/article_text/2022-04-06_077.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202204/t20220413_6411259.htm,4月份第1周畜产品和饲料集贸市场价格情况,2022-04-12,4月第1周,2022-04-06,2.94,元/公斤,4.78,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-04-12_078.html,data/raw/scs_feed_weekly_articles/article_text/2022-04-12_078.txt,regex_text,ok,
https://scs.moa.gov.cn/jcyj/202204/t20220419_6411261.htm,4月份第2周畜产品和饲料集贸市场价格情况,2022-04-19,4月第2周,2022-04-13,2.94,元/公斤,4.75,元/公斤,data/raw/scs_feed_weekly_articles/article_html/2022-04-19_079.html,data/raw/scs_feed_weekly_articles/article_text/2022-04-19_079.txt,regex_text,ok,
