week_start,week_end,target_price_median,target_price_mean,target_price_last,target_price_min,target_price_max,target_last_year_price_mean,target_mom_pct_mean,obs_days,valid_days,missing_ratio,target_source,target_status,is_source_gap,is_holiday_gap,is_boundary_week,target_notes,month_key,month_to_week_method,is_monthly_carried,nat_price_reference_date,nat_hog_price_weekly,nat_corn_price_weekly,nat_soymeal_price_weekly,nat_piglet_price_weekly,nat_feed_price_weekly,nat_price_source,nat_price_date_role,monthly_breeding_sow_inventory,monthly_breeding_sow_inventory_mom,monthly_breeding_sow_inventory_yoy,monthly_hog_exfarm_price,monthly_hog_exfarm_price_mom,monthly_hog_exfarm_price_yoy,monthly_report_publish_date,monthly_core_validation_flag,monthly_core_validation_notes,monthly_hog_inventory_mom_pct,monthly_hog_inventory_yoy_pct,monthly_scs_breeding_sow_inventory_mom_pct,monthly_scs_breeding_sow_inventory_yoy_pct,monthly_scs_validation_flag,monthly_scs_validation_notes,nat_feature_available,monthly_feature_available,target_price_model,imputed_flag,imputation_method,imputation_scope,target_log_price,target_pct_change_1w,target_pct_change_4w,target_yoy_52w,target_ma_4w,target_ma_12w,target_volatility_4w,target_volatility_12w,spread_vs_nat_hog,ratio_vs_corn,ratio_vs_soymeal,event_asf,month_no,week_of_year
2015-07-06,2015-07-12,17.35,17.417142857142856,17.5,17.2,18.0,13.087142857142856,0.003314285714285714,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-07,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,17.35,False,,,2.8535925063928684,0.07098765432098775,0.16442953020134232,,15.962499999999999,14.6175,0.030657610010121027,0.02691752579635566,,,,0,7,28
2015-07-13,2015-07-19,17.24,17.19857142857143,17.3,16.85,17.5,13.795714285714284,0.0024714285714285715,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-07,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,17.24,False,,,2.847232265235547,-0.00634005763688783,0.14933333333333332,,16.5225,14.9375,0.035560558692124,0.02522038980461643,,,,0,7,29
2015-07-20,2015-07-26,17.5,17.504285714285714,17.6,17.2,17.7,13.864285714285714,0.0026285714285714285,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-07,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,17.5,False,,,2.8622008809294686,0.015081206496519783,0.14379084967320255,,17.072499999999998,15.2875,0.03636805641395048,0.023657855691496792,,,,0,7,30
2015-07-27,2015-08-02,17.93,17.951428571428572,18.2,17.73,18.2,14.155714285714286,0.0026857142857142856,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-07,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,17.93,False,,,2.8864752876170416,0.024571428571428466,0.10679012345679006,,17.505,15.631666666666666,0.03261393721700307,0.023241660108820603,,,,0,7,31
2015-08-03,2015-08-09,18.4,18.388571428571428,18.47,18.23,18.5,14.515714285714285,0.0026857142857142856,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-08,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,18.4,False,,,2.91235066461494,0.026213050752927902,0.06051873198847235,,17.7675,16.020833333333332,0.014974346389425608,0.021588411333280075,,,,0,8,32
2015-08-10,2015-08-16,18.275,18.31833333333333,18.03,18.03,18.8,14.875,0.0023166666666666665,6,6,0.1429,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-08,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,18.275,False,,,2.9055340056358423,-0.006793478260869512,0.060034802784222796,,18.026249999999997,16.38125,0.015188722149288245,0.023372679857927698,,,,0,8,33
2015-08-17,2015-08-23,18.1,18.025714285714287,18.2,17.76,18.2,14.987142857142857,0.0020285714285714286,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-08,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,18.1,False,,,2.89591193827178,-0.009575923392612706,0.034285714285714475,,18.17625,16.71625,0.019430469154958715,0.02496078086656762,,,,0,8,34
2015-08-24,2015-08-30,18.1,18.085714285714285,18.0,18.0,18.2,14.93142857142857,0.0021,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-08,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,18.1,False,,,2.89591193827178,0.0,0.009481316229782655,,18.21875,17.024583333333332,0.016337577631332166,0.025704340422425812,,,,0,8,35
2015-08-31,2015-09-06,18.0,18.078333333333333,18.0,17.97,18.3,14.87,0.00215,6,6,0.1429,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-08,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,18.0,False,,,2.8903717578961645,-0.005524861878453136,-0.021739130434782483,,18.11875,17.282916666666665,0.004022190969137007,0.02616395234292088,,,,0,8,36
2015-09-07,2015-09-13,17.9,17.84714285714286,17.6,17.6,18.03,14.808571428571428,0.002085714285714286,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-09,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,17.9,False,,,2.884800712846709,-0.005555555555555647,-0.020519835841313228,,18.025,17.524583333333332,0.003933425184308267,0.02679943074214884,,,,0,9,37
2015-09-14,2015-09-20,17.4,17.38,17.2,17.2,17.6,14.796666666666667,0.0017333333333333333,6,6,0.1429,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-09,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,17.4,False,,,2.856470206220483,-0.027932960893854775,-0.038674033149171394,,17.85,17.699583333333333,0.012397952498513862,0.029452819432091222,,,,0,9,38
2015-09-21,2015-09-27,17.0,17.044999999999998,17.0,17.0,17.27,14.391666666666666,0.00185,6,6,0.1429,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-09,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,17.0,False,,,2.833213344056216,-0.02298850574712641,-0.06077348066298349,,17.575,17.76625,0.011676922966232902,0.02676354256771753,,,,0,9,39
2015-09-28,2015-10-04,17.05,17.07,17.2,16.9,17.2,14.181999999999999,0.00202,5,5,0.2857,soozhu_henan_hog_daily,complete_week,False,True,False,holiday_window,2015-09,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,17.05,False,,,2.8361502037295256,0.002941176470588225,-0.0527777777777777,,17.3375,17.741249999999997,0.014511084532719008,0.016662557501367935,,,,0,9,40
2015-10-05,2015-10-11,17.2,17.15,17.2,17.0,17.2,14.1275,0.00215,4,4,0.4286,soozhu_henan_hog_daily,complete_week,False,True,False,holiday_window,2015-10,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,17.2,False,,,2.8449093838194073,0.008797653958944274,-0.03910614525139666,,17.1625,17.737916666666667,0.018357116602524783,0.016820663195206646,,,,0,10,41
2015-10-12,2015-10-18,16.2,16.23333333333333,15.6,15.6,16.87,13.988333333333335,0.0015999999999999999,6,6,0.1429,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-10,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,16.2,False,,,2.785011242238338,-0.05813953488372092,-0.06896551724137923,,16.8625,17.629583333333333,0.030501423595754643,0.022980058987448038,,,,0,10,42
2015-10-19,2015-10-25,15.975,15.99,16.4,15.65,16.4,13.751666666666667,0.0016166666666666666,6,6,0.1429,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-10,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,15.975,False,,,2.7710250002635983,-0.01388888888888884,-0.06029411764705883,,16.60625,17.466666666666665,0.030278965299953515,0.020890472295556867,,,,0,10,43
2015-10-26,2015-11-01,15.885,15.868333333333332,15.9,15.6,16.07,13.558333333333332,0.0017000000000000001,6,6,0.1429,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-10,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,15.885,False,,,2.7653752677214793,-0.005633802816901401,-0.06832844574780061,,16.315,17.257083333333334,0.0288482400360155,0.017745103730513738,,,,0,10,44
2015-11-02,2015-11-08,15.8,15.82,15.8,15.78,15.9,13.673333333333332,0.0015500000000000002,6,6,0.1429,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-11,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,15.8,False,,,2.760009940032921,-0.005350960025180984,-0.08139534883720922,,15.965,17.050833333333333,0.02523675870928944,0.01778859460151687,,,,0,11,45
2015-11-09,2015-11-15,15.9,15.897142857142857,15.63,15.63,16.1,13.774285714285714,0.0015285714285714288,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-11,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,15.9,False,,,2.766319109226186,0.006329113924050667,-0.01851851851851849,,15.889999999999999,16.8675,0.008313772797477867,0.018553930643881302,,,,0,11,46
2015-11-16,2015-11-22,16.05,16.072857142857142,16.15,16.0,16.15,13.754285714285714,0.0016857142857142856,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-11,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,16.05,False,,,2.775708849576025,0.009433962264151052,0.0046948356807512415,,15.908750000000001,16.69666666666667,0.007825636605146489,0.019230461566385127,,,,0,11,47
2015-11-23,2015-11-29,16.3,16.297142857142855,16.4,16.15,16.4,13.64,0.0019571428571428574,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-11,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,16.3,False,,,2.791165107812717,0.015576323987538832,0.026125275417060223,,16.0125,16.555,0.008783739026483328,0.02057400785602685,,,,0,11,48
2015-11-30,2015-12-06,16.4,16.40285714285714,16.3,16.3,16.6,13.514285714285714,0.002142857142857143,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-11,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,16.4,False,,,2.797281334830153,0.006134969325153339,0.037974683544303556,,16.1625,16.43,0.0044058654949211,0.020974927710248708,,,,0,11,49
2015-12-07,2015-12-13,16.375,16.30333333333333,16.4,16.0,16.4,13.54,0.00205,6,6,0.1429,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-12,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,16.375,False,,,2.7957557815213154,-0.0015243902439023849,0.029874213836478036,,16.28125,16.344583333333333,0.007123534034789877,0.019946005924114944,,,,0,12,50
2015-12-14,2015-12-20,16.25,16.27,16.2,16.2,16.4,13.526,0.00206,5,5,0.2857,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-12,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,16.25,False,,,2.7880929087757464,-0.007633587786259555,0.012461059190031154,0.2154076290201945,16.33125,16.282083333333333,0.0100242824272852,0.019154061372562266,,,,0,12,51
2015-12-21,2015-12-27,16.23,16.220000000000002,16.35,16.0,16.35,13.127142857142857,0.0023714285714285716,7,7,0.0,soozhu_henan_hog_daily,complete_week,False,False,False,,2015-12,calendar_month_flat_fill,True,,,,,,,,,,,,,,,,,,,,,,,,False,False,16.23,False,,,2.7868613815264998,-0.0012307692307692575,-0.004294478527607337,0.2484615384615385,16.31375,16.21375,0.005633956955949977,0.019062583216998226,,,,0,12,52
