article_url,title,publish_date,validation_flag,validation_notes
https://www.agri.cn/sj/jcyj/202510/t20251014_8776940.htm,10月第1周畜产品和饲料集贸市场价格情况,2025-10-14,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202510/t20251011_8775311.htm,9月第5周畜产品和饲料集贸市场价格情况,2025-10-10,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202509/t20250930_8772647.htm,9月第4周畜产品和饲料集贸市场价格情况,2025-09-30,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202509/t20250925_8770944.htm,9月第3周畜产品和饲料集贸市场价格情况,2025-09-23,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202509/t20250916_8767865.htm,9月第2周畜产品和饲料集贸市场价格情况,2025-09-16,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202509/t20250902_8764200.htm,8月第4周畜产品和饲料集贸市场价格情况,2025-09-02,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202508/t20250827_8762261.htm,8月第3周畜产品和饲料集贸市场价格情况,2025-08-26,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202508/t20250827_8762260.htm,8月第2周畜产品和饲料集贸市场价格情况,2025-08-19,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202508/t20250805_8756100.htm,7月第5周畜产品和饲料集贸市场价格情况,2025-08-05,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202507/t20250731_8754752.htm,7月第4周畜产品和饲料集贸市场价格情况,2025-07-29,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202507/t20250722_8751589.htm,7月第3周畜产品和饲料集贸市场价格情况,2025-07-22,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202507/t20250715_8749444.htm,7月第2周畜产品和饲料集贸市场价格情况,2025-07-15,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202507/t20250710_8748178.htm,7月第1周畜产品和饲料集贸市场价格情况,2025-07-08,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202507/t20250703_8746263.htm,6月第4周畜产品和饲料集贸市场价格情况,2025-07-02,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202506/t20250625_8744076.htm,6月第3周畜产品和饲料集贸市场价格情况,2025-06-25,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202506/t20250617_8741994.htm,6月第2周畜产品和饲料集贸市场价格情况,2025-06-17,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202506/t20250610_8739911.htm,6月第1周畜产品和饲料集贸市场价格情况,2025-06-10,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202506/t20250604_8738509.htm,5月第4周畜产品和饲料集贸市场价格情况,2025-06-03,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202505/t20250528_8736862.htm,5月第3周畜产品和饲料集贸市场价格情况,2025-05-27,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202505/t20250528_8736861.htm,5月第2周畜产品和饲料集贸市场价格情况,2025-05-20,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202505/t20250514_8733449.htm,5月第1周畜产品和饲料集贸市场价格情况,2025-05-13,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202505/t20250508_8731631.htm,4月第5周畜产品和饲料集贸市场价格情况,2025-05-07,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202504/t20250429_8729932.htm,4月第4周畜产品和饲料集贸市场价格情况,2025-04-29,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202504/t20250423_8727988.htm,4月第3周畜产品和饲料集贸市场价格情况,2025-04-22,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202504/t20250402_8723398.htm,3月第4周畜产品和饲料集贸市场价格情况,2025-04-01,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202503/t20250325_8721142.htm,3月第3周畜产品和饲料集贸市场价格情况,2025-03-25,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202503/t20250320_8720085.htm,3月第2周畜产品和饲料集贸市场价格情况,2025-03-18,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202503/t20250312_8717854.htm,3月第1周畜产品和饲料集贸市场价格情况,2025-03-11,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202503/t20250306_8716826.htm,2月第4周畜产品和饲料集贸市场价格情况,2025-03-04,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202502/t20250226_8714927.htm,2月第3周畜产品和饲料集贸市场价格情况,2025-02-25,ok,collect_date_missing; kept_latest_duplicate_week
https://www.agri.cn/sj/jcyj/202502/t20250219_8713303.htm,2月第2周畜产品和饲料集贸市场价格情况,2025-02-18,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202502/t20250213_8711889.htm,2月第1周畜产品和饲料集贸市场价格情况,2025-02-11,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202501/t20250127_8708786.htm,1月第4周畜产品和饲料集贸市场价格情况,2025-01-27,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202501/t20250116_8706559.htm,1月第2周畜产品和饲料集贸市场价格情况,2025-01-14,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202501/t20250109_8704675.htm,1月第1周畜产品和饲料集贸市场价格情况,2025-01-07,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202501/t20250102_8703076.htm,12月第4周畜产品和饲料集贸市场价格情况,2024-12-31,ok,collect_date_missing; kept_latest_duplicate_week
https://www.agri.cn/sj/jcyj/202412/t20241226_8701825.htm,12月第3周畜产品和饲料集贸市场价格情况,2024-12-24,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202412/t20241218_8699866.htm,12月第2周畜产品和饲料集贸市场价格情况,2024-12-17,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202412/t20241211_8698026.htm,12月第1周畜产品和饲料集贸市场价格情况,2024-12-10,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202412/t20241204_8695616.htm,11月第4周畜产品和饲料集贸市场价格情况,2024-12-03,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202411/t20241127_8693315.htm,11月第3周畜产品和饲料集贸市场价格情况,2024-11-26,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202411/t20241120_8690916.htm,11月第2周畜产品和饲料集贸市场价格情况,2024-11-19,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202411/t20241114_8689260.htm,11月第1周畜产品和饲料集贸市场价格情况,2024-11-12,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202411/t20241106_8686361.htm,10月第5周畜产品和饲料集贸市场价格情况,2024-11-05,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202410/t20241030_8684156.htm,10月第4周畜产品和饲料集贸市场价格情况,2024-10-29,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202410/t20241023_8681827.htm,10月第3周畜产品和饲料集贸市场价格情况,2024-10-22,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202410/t20241016_8679608.htm,10月第2周畜产品和饲料集贸市场价格情况,2024-10-15,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202410/t20241011_8677865.htm,10月第1周畜产品和饲料集贸市场价格情况,2024-10-09,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202409/t20240930_8675574.htm,9月第4周畜产品和饲料集贸市场价格情况,2024-09-30,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202409/t20240924_8673885.htm,9月第3周畜产品和饲料集贸市场价格情况,2024-09-24,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202409/t20240919_8672422.htm,9月第2周畜产品和饲料集贸市场价格情况,2024-09-18,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202409/t20240911_8670255.htm,9月第1周畜产品和饲料集贸市场价格情况,2024-09-10,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202409/t20240904_8668071.htm,8月第5周畜产品和饲料集贸市场价格情况,2024-09-03,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202408/t20240828_8665753.htm,8月第4周畜产品和饲料集贸市场价格情况,2024-08-27,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202408/t20240821_8663839.htm,8月第3周畜产品和饲料集贸市场价格情况,2024-08-20,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202408/t20240821_8663838.htm,8月第2周畜产品和饲料集贸市场价格情况,2024-08-13,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202408/t20240807_8659647.htm,8月第1周畜产品和饲料集贸市场价格情况,2024-08-06,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202408/t20240801_8658068.htm,7月第4周畜产品和饲料集贸市场价格情况,2024-07-30,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202407/t20240723_8654986.htm,7月第3周畜产品和饲料集贸市场价格情况,2024-07-23,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202407/t20240717_8653443.htm,7月第2周畜产品和饲料集贸市场价格情况,2024-07-16,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202407/t20240710_8651161.htm,7月第1周畜产品和饲料集贸市场价格情况,2024-07-09,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202407/t20240703_8648754.htm,6月第4周畜产品和饲料集贸市场价格情况,2024-07-02,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202406/t20240627_8647024.htm,6月第3周畜产品和饲料集贸市场价格情况,2024-06-25,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202406/t20240619_8644095.htm,6月第2周畜产品和饲料集贸市场价格情况,2024-06-18,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202406/t20240613_8642340.htm,6月第1周畜产品和饲料集贸市场价格情况,2024-06-12,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202406/t20240605_8640088.htm,5月第5周畜产品和饲料集贸市场价格情况,2024-06-04,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202405/t20240528_8637240.htm,5月第4周畜产品和饲料集贸市场价格情况,2024-05-28,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202405/t20240522_8635353.htm,5月第3周畜产品和饲料集贸市场价格情况,2024-05-21,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202405/t20240514_8633112.htm,5月第2周畜产品和饲料集贸市场价格情况,2024-05-14,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202405/t20240509_8631607.htm,5月第1周畜产品和饲料集贸市场价格情况,2024-05-07,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202404/t20240430_8629852.htm,4月第4周畜产品和饲料集贸市场价格情况,2024-04-30,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202404/t20240424_8627776.htm,4月第3周畜产品和饲料集贸市场价格情况,2024-04-23,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202404/t20240417_8625697.htm,4月第2周畜产品和饲料集贸市场价格情况,2024-04-16,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202404/t20240410_8623603.htm,4月第1周畜产品和饲料集贸市场价格情况,2024-04-09,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202404/t20240403_8621782.htm,3月第4周畜产品和饲料集贸市场价格情况,2024-04-02,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202403/t20240327_8619879.htm,3月第3周畜产品和饲料集贸市场价格情况,2024-03-26,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202403/t20240319_8617524.htm,3月第2周畜产品和饲料集贸市场价格情况,2024-03-19,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202403/t20240305_8613413.htm,2月第5周畜产品和饲料集贸市场价格情况,2024-03-05,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202402/t20240228_8611833.htm,2月第4周畜产品和饲料集贸市场价格情况,2024-02-27,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202402/t20240228_8611834.htm,2月第3周畜产品和饲料集贸市场价格情况,2024-02-20,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202402/t20240206_8607885.htm,2月第1周畜产品和饲料集贸市场价格情况,2024-02-06,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202401/t20240130_8605537.htm,1月第4周畜产品和饲料集贸市场价格情况,2024-01-30,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202401/t20240124_8604108.htm,1月第3周畜产品和饲料集贸市场价格情况,2024-01-23,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202401/t20240116_8601864.htm,1月第2周畜产品和饲料集贸市场价格情况,2024-01-16,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202401/t20240110_8600338.htm,1月第1周畜产品和饲料集贸市场价格情况,2024-01-09,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202312/t20231231_8595475.htm,12月第3周畜产品和饲料集贸市场价格情况,2023-12-26,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202312/t20231231_8595470.htm,12月第2周畜产品和饲料集贸市场价格情况,2023-12-19,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202312/t20231231_8595468.htm,12月第1周畜产品和饲料集贸市场价格情况,2023-12-12,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132170.htm,11月第4周畜产品和饲料集贸市场价格情况,2023-11-28,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132166.htm,11月第3周畜产品和饲料集贸市场价格情况,2023-11-21,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132163.htm,11月第2周畜产品和饲料集贸市场价格情况,2023-11-14,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132162.htm,11月第1周畜产品和饲料集贸市场价格情况,2023-11-07,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132160.htm,10月第4周畜产品和饲料集贸市场价格情况,2023-10-31,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132156.htm,10月第3周畜产品和饲料集贸市场价格情况,2023-10-24,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132152.htm,10月第2周畜产品和饲料集贸市场价格情况,2023-10-17,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132148.htm,10月第1周畜产品和饲料集贸市场价格情况,2023-10-10,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132147.htm,9月份第3周畜产品和饲料集贸市场价格情况,2023-09-26,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132140.htm,9月份第2周畜产品和饲料集贸市场价格情况,2023-09-19,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132139.htm,9月份第1周畜产品和饲料集贸市场价格情况,2023-09-12,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132135.htm,8月份第5周畜产品和饲料集贸市场价格情况,2023-09-05,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132134.htm,8月份第4周畜产品和饲料集贸市场价格情况,2023-08-29,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132131.htm,8月份第3周畜产品和饲料集贸市场价格情况,2023-08-22,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132126.htm,8月份第2周畜产品和饲料集贸市场价格情况,2023-08-14,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132124.htm,8月份第1周畜产品和饲料集贸市场价格情况,2023-08-08,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132123.htm,7月份第4周畜产品和饲料集贸市场价格情况,2023-08-01,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132119.htm,7月份第3周畜产品和饲料集贸市场价格情况,2023-07-25,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132116.htm,7月份第2周畜产品和饲料集贸市场价格情况,2023-07-18,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132113.htm,7月份第1周畜产品和饲料集贸市场价格情况,2023-07-11,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132112.htm,6月份第5周畜产品和饲料集贸市场价格情况,2023-07-04,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132108.htm,6月份第4周畜产品和饲料集贸市场价格情况,2023-06-27,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132106.htm,6月份第3周畜产品和饲料集贸市场价格情况,2023-06-20,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132099.htm,6月份第2周畜产品和饲料集贸市场价格情况,2023-06-13,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132097.htm,6月份第1周畜产品和饲料集贸市场价格情况,2023-06-06,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132096.htm,5月份第4周畜产品和饲料集贸市场价格情况,2023-05-30,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132089.htm,5月份第3周畜产品和饲料集贸市场价格情况,2023-05-23,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132087.htm,5月份第2周畜产品和饲料集贸市场价格情况,2023-05-16,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132086.htm,5月份第1周畜产品和饲料集贸市场价格情况,2023-05-09,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132081.htm,4月份第3周畜产品和饲料集贸市场价格情况,2023-04-25,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132076.htm,4月份第2周畜产品和饲料集贸市场价格情况,2023-04-18,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132070.htm,3月份第5周畜产品和饲料集贸市场价格情况,2023-04-04,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132069.htm,3月份第4周畜产品和饲料集贸市场价格情况,2023-03-28,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132065.htm,3月份第3周畜产品和饲料集贸市场价格情况,2023-03-21,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132060.htm,3月份第2周畜产品和饲料集贸市场价格情况,2023-03-14,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132058.htm,3月份第1周畜产品和饲料集贸市场价格情况,2023-03-07,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132057.htm,2月份第4周畜产品和饲料集贸市场价格情况,2023-03-01,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132053.htm,2月份第3周畜产品和饲料集贸市场价格情况,2023-02-21,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132050.htm,2月份第2周畜产品和饲料集贸市场价格情况,2023-02-14,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132049.htm,2月份第1周畜产品和饲料集贸市场价格情况,2023-02-07,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132041.htm,1月份第2周畜产品和饲料集贸市场价格情况,2023-01-17,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132039.htm,1月份第1周畜产品和饲料集贸市场价格情况,2023-01-10,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132037.htm,12月份第5周畜产品和饲料集贸市场价格情况,2023-01-04,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132035.htm,12月份第4周畜产品和饲料集贸市场价格情况,2022-12-27,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132033.htm,12月份第3周畜产品和饲料集贸市场价格情况,2022-12-20,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132028.htm,12月份第2周畜产品和饲料集贸市场价格情况,2022-12-13,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132027.htm,12月份第1周畜产品和饲料集贸市场价格情况,2022-12-06,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132025.htm,11月份第4周畜产品和饲料集贸市场价格情况,2022-11-29,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132021.htm,11月份第3周畜产品和饲料集贸市场价格情况,2022-11-21,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132018.htm,11月份第2周畜产品和饲料集贸市场价格情况,2022-11-15,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132015.htm,11月份第1周畜产品和饲料集贸市场价格情况,2022-11-08,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132013.htm,10月份第4周畜产品和饲料集贸市场价格情况,2022-11-01,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132011.htm,10月份第3周畜产品和饲料集贸市场价格情况,2022-10-25,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132006.htm,10月份第2周畜产品和饲料集贸市场价格情况,2022-10-18,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8132005.htm,10月份第1周畜产品和饲料集贸市场价格情况,2022-10-11,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8131998.htm,9月份第3周畜产品和饲料集贸市场价格情况,2022-09-20,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8131996.htm,9月份第2周畜产品和饲料集贸市场价格情况,2022-09-14,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8131995.htm,9月份第1周畜产品和饲料集贸市场价格情况,2022-09-06,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8131992.htm,8月份第4周畜产品和饲料集贸市场价格情况,2022-08-30,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8131990.htm,8月份第3周畜产品和饲料集贸市场价格情况,2022-08-23,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8131987.htm,8月份第2周畜产品和饲料集贸市场价格情况,2022-08-16,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8131984.htm,8月份第1周畜产品和饲料集贸市场价格情况,2022-08-09,ok,collect_date_missing
https://www.agri.cn/sj/jcyj/202311/t20231130_8131983.htm,7月份第4周畜产品和饲料集贸市场价格情况,2022-08-02,ok,collect_date_missing
